ReadLatencyMs
190
195
202
195
194
238
295
208
206
209
206
318
258
214
232
240
208
214
211
334
220
212
253
361
310
357
218
360
229
338
337
375
262
230
230
215
235
240
304
357
238
340
349
329
54
53
53
53
54
54
53
54
54
53
52
53
52
57
58
59
59
60
60
59
60
59
60
58
58
71
58
58
52
58
56
55
56
60
53
57
61
57
61
53
63
53
56
58
52
53
52
52
53
55
54
53
53
52
53
53
53
52
53
53
53
53
52
52
53
52
54
72
57
52
52
52
52
53
53
54
96
53
68
74
61
55
52
53
53
53
53
53
53
53
53
52
52
53
53
53
54
57
53
53
52
52
52
52
52
53
55
67
86
58
63
53
52
52
56
52
52
53
52
57
53
53
53
51
52
53
53
53
52
52
53
55
52
53
52
52
52
55
60
53
53
52
53
52
52
53
53
56
53
53
52
51
53
52
53
55
53
52
52
53
52
52
54
53
53
52
51
53
52
53
53
52
52
52
53
52
52
53
52
52
52
54
55
52
52
52
52
53
53
54
52
52
52
52
53
52
52
53
53
52
53
52
53
53
53
52
53
53
52
52
52
52
52
57
52
53
51
53
53
53
53
53
59
53
53
52
52
52
52
52
52
52
53
53
53
53
53
53
52
53
52
52
52
53
62
57
53
53
52
52
52
52
53
53
57
52
53
52
53
52
53
52
58
53
54
53
52
53
53
53
53
52
53
54
52
52
52
57
52
53
51
52
54
53
53
53
55
52
52
53
52
52
52
52
53
52
51
53
52
52
52
53
53
52
52
53
55
54
52
52
52
51
52
53
52
53
53
54
53
52
53
54
54
52
52
52
53
52
53
52
53
53
53
53
52
53
52
52
51
52
52
52
55
53
52
52
52
52
52
52
52
54
53
53
52
52
52
53
52
52
53
57
52
53
52
52
52
54
52
52
52
53
53
53
52
54
52
53
53
53
52
52
52
52
52
52
52
53
53
53
52
51
51
53
53
52
51
53
52
53
51
52
53
52
52
52
51
53
52
53
52
52
52
53
52
51
53
53
53
52
53
52
52
53
52
52
52
53
52
52
52
52
53
52
52
52
53
52
52
51
52
52
54
52
52
52
52
52
53
52
52
52
52
52
54
52
52
52
53
52
52
52
53
52
53
52
52
52
52
52
52
52
52
52
52
53
52
52
53
52
51
52
52
52
52
51
52
52
54
51
52
51
52
52
52
52
52
53
51
52
53
53
52
51
52
52
53
52
52
53
52
52
52
53
52
52
52
52
55
52
52
55
54
52
54
52
52
52
52
52
52
52
52
52
52
52
51
52
52
52
52
52
51
51
53
53
54
52
52
53
52
52
52
52
52
51
53
52
52
52
52
52
53
52
52
52
52
52
52
52
53
52
52
52
51
52
52
52
51
52
52
52
52
52
52
52
53
52
52
54
53
51
52
52
51
53
52
52
52
52
52
52
54
51
54
53
56
51
52
52
51
52
53
54
52
52
52
53
52
51
51
52
52
53
52
52
52
52
53
52
52
52
53
52
52
52
53
54
52
52
52
52
52
53
51
52
52
51
52
52
52
52
52
52
52
53
52
52
52
52
53
52
51
53
52
51
52
52
52
53
53
53
53
53
53
52
52
52
51
52
52
51
53
52
52
52
52
52
51
53
52
52
52
52
52
51
53
51
51
52
53
51
52
52
52
53
52
51
53
53
52
51
51
53
52
51
53
52
52
51
53
52
52
51
52
52
52
51
51
51
51
51
53
54
53
52
52
51
52
51
52
53
53
52
52
53
51
52
52
52
51
51
53
52
52
52
52
52
52
51
52
52
51
52
51
52
52
51
52
52
51
51
51
52
52
51
52
52
51
54
53
52
52
52
52
52
52
52
52
51
52
51
52
52
53
52
52
51
53
52
52
51
52
52
52
51
52
52
53
51
52
51
51
52
52
52
51
52
52
54
52
52
52
52
51
53
51
52
51
53
51
51
51
52
51
52
53
52
52
51
53
52
53
52
52
52
52
53
52
52
52
52
52
52
52
52
51
52
53
52
73
57
60
61
66
54
55
60
51
51
52
51
52
52
52
52
52
52
51
52
52
52
52
52
52
52
52
51
51
51
51
52
52
52
53
52
52
52
51
51
52
52
51
52
52
51
52
52
52
52
51
51
52
52
52
51
52
52
52
52
52
51
51
52
51
51
52
51
51
52
52
52
51
52
52
52
52
52
52
51
52
51
52
51
52
52
51
51
51
52
51
51
53
51
51
51
51
51
52
51
51
52
51
51
52
52
52
51
52
52
52
52
52
52
52
52
52
52
51
52
51
51
52
51
52
52
52
52
51
52
52
51
51
52
51
52
52
53
52
52
51
52
52
52
52
51
52
52
52
51
51
52
51
52
51
52
52
51
53
52
51
52
52
52
52
52
52
51
51
52
52
52
51
52
52
52
53
51
51
51
53
52
52
51
53
52
51
51
52
51
52
51
52
51
53
52
52
52
53
51
52
51
51
52
52
51
51
52
51
51
51
53
52
51
51
52
52
52
52
52
51
52
51
51
52
51
51
51
52
51
51
53
52
51
52
52
52
51
51
52
54
52
54
52
52
51
51
51
52
52
51
52
52
52
52
52
54
52
52
51
52
52
52
52
51
52
51
52
51
52
51
52
52
52
52
52
52
51
51
52
52
52
51
52
52
52
51
51
51
51
52
51
52
52
52
52
52
52
52
52
51
52
52
52
52
52
52
51
52
52
52
52
51
53
52
52
51
52
51
52
51
52
51
51
51
51
53
52
52
52
52
52
52
52
52
51
52
52
51
52
51
52
52
51
51
52
52
52
51
51
52
51
52
52
52
52
51
52
52
52
52
53
53
51
52
51
52
51
51
52
52
51
52
51
51
51
52
52
52
51
52
52
52
51
51
52
52
52
52
51
51
51
51
53
51
52
52
52
51
51
52
51
52
52
52
52
52
52
51
52
52
52
52
52
53
51
52
51
52
52
52
52
52
52
52
52
51
51
52
51
52
52
52
52
52
51
52
52
52
51
51
51
52
52
52
52
52
52
52
52
51
52
51
52
52
51
51
52
52
51
51
51
52
51
51
52
51
52
52
51
52
52
51
51
51
51
52
52
52
52
53
52
51
52
51
52
51
51
52
52
52
51
52
52
52
52
51
51
51
52
54
53
52
52
52
52
52
52
51
52
52
52
52
51
52
52
52
52
52
51
52
52
51
51
52
52
52
51
51
52
52
51
52
51
52
51
51
51
52
51
51
52
52
51
51
52
52
51
51
53
52
52
51
52
51
52
52
51
53
52
52
52
52
52
52
52
51
52
52
51
52
51
52
51
52
51
51
53
51
51
52
51
53
52
51
51
51
52
52
52
52
52
52
52
51
51
52
54
52
51
52
51
51
51
51
51
51
51
52
53
52
52
52
52
51
52
52
52
52
52
52
51
52
53
52
52
52
52
52
51
51
52
52
52
51
51
52
51
52
51
51
51
52
52
51
51
52
51
52
52
52
51
52
51
51
51
51
52
51
52
52
52
51
52
52
51
52
52
52
52
52
56
51
51
52
51
52
52
51
51
52
52
51
51
51
51
51
52
52
52
51
52
53
52
52
52
53
52
52
51
52
51
52
51
52
51
52
51
51
52
52
51
51
51
51
52
51
51
52
51
52
51
52
52
52
52
51
52
51
52
52
51
51
52
52
51
53
52
52
51
52
52
52
51
52
52
53
52
51
51
52
52
52
51
51
52
52
51
51
51
53
52
51
52
52
52
52
52
52
52
52
51
52
51
51
51
51
51
51
52
53
51
52
52
52
52
51
52
52
52
52
52
51
52
51
52
52
51
52
52
51
52
52
51
53
52
52
51
52
52
52
51
53
52
51
51
52
52
51
52
52
52
52
51
51
51
52
51
52
52
52
52
51
52
52
51
52
52
53
51
51
52
52
52
52
52
51
52
52
52
51
52
51
52
52
51
55
52
52
51
52
52
52
52
54
52
52
51
52
51
52
52
52
51
52
51
52
52
51
52
51
51
52
52
52
51
51
52
51
51
53
51
51
53
52
53
51
52
52
52
52
51
52
52
53
52
51
52
51
52
51
52
52
52
52
51
52
52
52
52
52
52
51
51
52
51
52
51
52
52
51
52
51
52
52
52
52
51
52
52
52
52
52
52
52
52
52
52
52
52
52
51
52
52
52
53
52
54
52
52
52
52
53
51
52
51
52
52
52
52
52
52
52
52
52
51
52
51
52
52
51
52
51
52
51
51
51
52
52
52
51
52
52
52
52
52
51
52
51
52
52
52
52
52
52
52
52
52
52
52
52
51
51
52
52
51
52
52
52
51
51
51
52
53
51
51
52
52
51
51
52
51
52
51
52
52
54
51
51
51
52
52
53
52
51
52
52
52
52
52
52
52
51
52
52
52
51
52
52
53
52
51
56
51
52
52
52
51
52
51
52
51
52
52
51
51
52
52
51
52
52
52
52
52
52
52
52
52
53
51
52
52
52
52
52
52
52
52
52
54
52
52
51
52
51
52
52
52
51
51
52
52
51
52
51
52
52
52
52
52
52
52
52
52
52
52
52
51
52
52
52
52
51
51
51
52
52
51
52
52
51
52
51
51
52
52
52
52
52
52
51
52
52
52
51
52
52
51
51
52
53
52
52
51
51
52
53
52
51
52
52
52
52
51
52
53
52
52
51
52
53
52
52
52
51
52
52
52
51
51
52
52
51
51
52
52
52
51
51
53
51
51
51
53
52
52
51
51
53
51
52
52
52
52
52
52
52
51
51
52
52
52
52
53
52
52
52
52
51
51
51
52
52
52
52
52
52
52
52
52
51
51
51
51
52
52
52
52
52
52
52
52
51
52
51
52
52
52
52
52
51
52
51
52
51
51
52
52
52
52
51
52
52
52
51
52
52
52
52
52
51
54
52
52
52
52
52
52
51
51
51
52
51
52
52
52
51
51
54
52
52
52
51
51
52
52
52
51
52
52
52
51
52
52
52
52
52
51
51
52
52
52
52
51
52
51
52
52
52
52
52
51
51
52
51
52
52
51
51
52
52
52
52
54
52
51
51
52
51
52
51
52
52
52
51
51
52
51
51
52
52
52
51
52
52
51
52
52
51
52
52
52
51
52
52
52
52
52
54
51
51
52
52
51
51
52
52
51
51
52
52
51
51
51
52
52
51
52
51
51
52
52
52
51
52
52
51
52
52
51
52
51
51
51
52
52
51
52
51
52
51
52
51
52
53
51
51
51
51
52
52
51
52
51
52
52
52
51
51
52
52
51
51
52
52
52
51
52
53
52
51
51
52
52
52
51
52
52
52
52
52
52
51
53
52
52
51
53
52
52
51
52
52
52
52
51
51
52
52
51
51
51
51
52
51
52
52
52
51
52
52
52
52
52
52
52
52
52
52
51
52
52
52
51
51
52
52
51
51
51
51
51
51
52
52
52
51
51
52
52
52
51
51
52
53
52
52
52
52
51
52
52
51
52
51
52
52
51
52
52
51
51
51
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
51
51
52
52
51
51
52
52
52
51
52
52
53
52
51
52
52
52
52
51
52
51
51
52
51
51
52
52
52
52
51
51
51
51
51
52
52
52
52
52
52
51
52
52
51
52
52
52
51
52
52
52
52
52
52
51
51
51
52
52
51
52
51
52
52
52
51
51
52
52
51
51
51
52
52
52
52
52
51
51
51
52
51
52
51
52
51
52
53
52
52
53
52
52
51
51
52
52
51
52
52
52
52
51
53
51
52
51
52
52
52
52
52
52
53
52
52
52
51
52
51
52
52
51
51
51
52
52
52
54
52
52
52
52
52
52
52
52
52
51
52
51
52
52
52
51
52
51
52
51
52
51
53
52
51
51
52
52
52
52
52
52
52
52
51
53
53
51
52
52
51
53
52
51
51
51
52
52
51
51
51
52
51
53
52
52
51
52
52
52
52
52
51
53
52
52
52
51
52
52
52
51
52
52
51
51
51
51
52
52
51
52
51
52
52
52
51
52
52
52
51
51
52
52
51
52
51
52
52
51
51
51
52
52
52
51
51
52
52
52
52
52
53
51
51
52
54
54
51
52
51
52
52
52
51
51
52
52
52
52
52
52
51
52
51
52
52
51
52
103
52
83
51
51
52
52
52
52
51
52
52
106
74
85
52
52
51
54
52
53
52
52
52
51
52
52
51
52
52
52
54
52
51
51
52
51
51
51
51
52
52
51
52
52
52
51
51
52
52
51
52
51
52
52
51
52
51
52
51
52
52
52
53
52
52
51
53
52
52
52
52
52
52
52
52
51
51
51
51
52
52
52
51
53
52
51
52
52
51
52
52
52
52
53
54
54
53
55
55
54
52
52
51
52
52
51
52
52
53
51
51
52
53
52
52
51
51
51
52
51
52
52
52
52
52
52
53
52
52
52
52
51
51
51
51
52
52
51
51
52
51
51
52
52
51
52
51
52
52
51
51
52
51
52
52
51
52
51
52
51
51
52
52
51
51
51
53
52
52
52
52
51
51
51
52
52
52
52
52
52
52
52
52
52
51
51
52
51
52
52
52
51
51
51
53
51
52
51
51
52
52
52
51
52
51
51
52
52
51
52
51
51
52
53
51
52
52
53
51
51
52
51
52
51
51
51
51
51
52
51
52
53
51
51
52
52
51
52
52
51
52
51
52
52
52
52
52
52
51
51
51
52
52
51
51
52
52
52
53
51
52
51
52
51
52
52
52
51
51
52
52
51
51
52
52
52
52
51
52
52
51
52
52
52
52
52
51
52
51
52
51
51
52
52
51
52
52
52
52
51
51
53
51
51
52
51
52
51
51
51
51
51
51
51
52
52
53
52
51
52
52
51
52
51
51
53
52
52
53
52
52
52
52
51
52
52
51
52
51
51
52
70
70
70
68
66
53
52
51
52
52
52
51
52
52
52
51
71
51
52
52
51
52
51
53
52
51
52
52
52
51
52
52
51
51
51
51
52
52
52
51
52
52
52
51
52
52
51
52
52
52
51
51
51
52
51
51
51
51
51
51
51
52
52
51
52
52
52
52
51
52
52
51
52
52
52
51
51
52
52
51
52
51
51
51
51
51
52
52
51
53
52
51
51
52
52
52
52
52
53
51
51
52
51
53
51
51
52
52
51
51
51
51
52
52
53
53
51
52
53
52
52
52
51
51
52
52
52
52
51
52
52
51
51
52
53
52
51
54
51
51
52
52
52
51
52
52
51
51
51
52
52
52
52
51
52
51
52
52
51
51
52
