IntervalMs
0
13
9
9
6
12
2
31
27
44
86
1
97
72
2
72
55
3
2
3
2
2
4
3
0
3
2
2
9
2
153
166
3
162
6
270
162
7
8
7
164
7
23
1
10
15
1
1
18
12
1
201
1
20
8
3
4
4
5
24
10
3
3
1
3
8
3
6
39
7
15
2
21
28
3
9
6
3
30
2
0
42
33
11
4
24
10
46
4
3
8
14
3
10
64
7
3
17
19
2
4
4
22
1
3
1
38
1
1
7
30
8
18
15
308
7
3
5
10
2
9
6
0
8
2
8
3
16
10
7
16
13
22
17
40
2
2
79
2
1
3
29
22
3
8
10
162
8
5
2
7
6
22
22
7
1
12
11
3
9
5
9
32
3
8
7
0
6
4
3
40
20
34
5
20
1
2
61
32
0
4
26
118
24
13
3
6
190
7
2
3
14
7
3
1
8
16
21
4
0
9
10
3
14
0
2
15
4
0
1
8
2
14
16
25
19
13
14
1
1
36
4
38
1
23
33
12
2
15
8
19
2
2
11
3
2
6
13
23
5
9
3
6
5
16
1
479
15
7
7
6
31
4
18
14
15
2
22
2
3
29
24
3
10
136
1
1
4
10
5
9
10
37
5
1
4
31
3
2
246
12
545
218
2
2
24
0
265
17
21
1
4
7
48
4
2
23
2
40
17
12
20
36
1
25
17
6
4
7
40
4
8
1
7
5
5
29
5
5
2
11
22
2
4
2
3
8
1
8
1
48
23
24
1
3
15
3
17
1
6
11
2
12
25
25
22
146
18
3
33
32
5
24
8
0
4
1
14
5
14
3
4
10
13
1
598
5
3
66
18
8
20
14
13
6
28
9
1
4
1
5
31
11
22
21
161
17
6
5
3
30
1
7
25
6
204
5
24
5
4
4
11
11
6
3
11
11
1
10
45
6
2
10
17
7
129
2
1
23
16
1
14
5
2
8
11
15
18
17
38
28
180
1
683
0
9
1
4
27
7
12
10
10
3
5
165
3
5
243
11
6
9
1
92
15
9
7
41
8
291
0
7
9
114
21
269
0
1
15
3
3
2
4
9
13
15
13
44
29
5
0
4
21
4
1
28
9
1
6
746
3
11
39
4
526
6
13
10
5
57
9
17
0
332
6
7
2
45
15
8
2
6
1
1
1
1
3
214
3
15
25
2
17
20
526
23
23
1
27
20
6
7
5
620
2
11
52
3
1
6
19
1
6
2
24
13
14
482
0
1
5
471
16
24
65
1
20
0
13
3
3
12
31
18
41
17
2
29
6
4
7
5
5
28
4
1
57
8
5
31
3
1
5
39
3
36
2
15
11
4
14
11
3
6
5
7
2
1
29
4
13
10
2
3
1
5
18
18
19
20
37
19
151
3
4
36
22
1
49
9
3
4
401
0
371
7
10
18
17
1
11
19
2
17
7
1
7
7
7
176
22
0
1
31
0
2
2
14
12
16
23
23
1
4
27
42
0
723
697
8
1
13
5
3
4
3
61
7
13
16
1
2
17
21
1
5
7
2
9
8
16
2
22
11
5
726
16
777
16
4
24
22
24
4
5
25
9
31
26
3
50
3
1
33
649
258
7
14
1019
7
3
18
14
16
17
0
6
1
5
1
4
8
0
5
5
9
35
19
18
19
22
44
23
1
23
7
4
109
1
1
52
2
0
30
393
4
2
6
14
6
8
22
39
21
26
4
6
2
8
20
2
4
6
2
1
5
22
1
5
22
492
1
756
825
186
4
5
9
1
28
30
2
2
52
243
13
4
34
12
7
45
18
23
3
18
17
3
17
1
18
14
21
3
2
1
5
523
2
23
34
22
2
21
2
2
2
1
221
226
194
268
1
4
3
198
2
196
1
3
198
6
227
0
4
7
206
5
942
5
4
3
1
993
2
2
0
3
7
578
3
11
7
4
10
0
10
1
1
32
39
31
40
4
2
2
36
39
2
4
4
2
2
9
0
48
7
8
2
370
336
11
495
10
5
10
0
55
3
2
0
3
0
2
0
1
27
2
45
42
33
2
47
35
46
5
4
3
40
3
1
0
1226
775
5
9
45
8
864
5
1
4
1
13
6
344
10
1163
0
12
1114
13
1
0
5
5
29
33
33
932
1
3
51
4
154
34
3
4
2
1
36
3
5
3
0
3
1
8
448
2
7
52
5
2
7
4
12
1
760
1
1
8
427
1
10
10
0
32
30
36
35
31
3
35
38
36
1
3
2
37
8
3
7
3
721
1
2
14
5
8
416
2
5
0
579
14
0
1
4
10
12
3
1
0
5
30
37
613
30
34
32
1028
0
1
2
4
204
5
0
210
59
42
6
8
7
3
2
0
607
0
3
2
17
109
5
8
5
4
14
1
5
1
3
59
1
3
31
36
31
33
303
1247
3
0
36
209
4
36
1
1
10
1
51
9
0
12
1
2
57
6
14
277
0
4
1
1
1188
8
6
2
16
8
3
2
0
30
33
1
1
34
0
44
4
34
39
3
40
6
6
43
8
1
10
1464
9
1551
5
604
4
7
52
14
3
1
0
5
4
5
2
8
10
2
6
3
4
25
25
29
0
37
30
38
241
1
36
4
2
2
203
4
7
1
16
7
0
45
1148
5
9
50
12
4
6
8
6
2
5
7
3
6
1166
13
0
12
1
22
25
31
40
2
2
33
35
1
1
3
1
14
39
13
1
6
9
2
10
43
859
5
1
3
4
2
8
3
2
13
50
19
3
10
11
1
11
13
35
1
1220
512
31
3
1
30
35
45
244
1
39
11
37
1
2
9
40
11
2
5
1394
9
2
4
2
2
13
1069
1
4
6
4
10
9
1579
9
8
2
25
25
1
35
4
5
34
0
31
36
2
9
4
6
38
0
1539
10
4
0
10
0
0
2
10
2
3
2
1312
48
1494
3
3
0
2
5
67
7
1
0
3
13
7
16
33
185
31
3
4
31
0
1
32
1
3
36
9
40
6
566
3
1
0
3
3
1
41
1
3
3
973
2
1
2
1
1
6
4
4
4
3
163
128
987
0
271
19
3
7
902
36
1
27
31
34
6
6
2
43
958
4
3
9
2
1719
7
1
1
9
1
913
1488
2
7
0
2
1
2
4
2
1774
2
58
8
49
6
0
3
1719
7
1
36
29
30
1
30
207
1596
1425
37
9
7
3
43
2
10
66
1
970
2
0
1
1787
1
11
0
1353
0
5
46
5
206
7
5
3
6
740
63
1
0
1
9
38
27
27
29
3
31
92
36
9
11
11
1
1
0
9
0
2
0
3
3
7
1
2
1
1
68
1
1
51
3
0
8
55
7
11
1
0
1
11
0
25
1112
35
34
33
5
2
7
38
7
9
5
1935
39
0
2
0
10
2
1
459
1
6
724
5
2
4
1
317
843
6
3
3
52
210
5
3
12
0
4
26
24
41
2
0
3
32
5
6
36
2
13
44
0
7
45
3
50
2
13
2
1
0
47
4
0
1
5
0
4
5
4
2
0
4
63
4
15
4
0
24
618
39
33
2
29
32
1437
1490
6
53
12
1
10
2
2303
2046
6
2459
4
211
5
7
5
3
1
4
0
2
1
6
0
20
7
6
4
1
1
6
1450
30
32
1535
32
622
35
3
1638
35
36
12
38
12
10
1
51
5
1
470
3
2
3
1302
70
3
48
1
7
1
3
3
20
1
1992
6
3
1
317
26
28
25
601
1688
35
2117
4
10
42
36
43
2
1455
2
4
9
1
45
12
1
0
846
12
2
6
6
2250
155
4
1
5
2
0
3
639
5
5
4
34
25
27
41
2
32
33
2
59
877
15
11
2
0
44
839
3
2
11
116
8
12
1879
2
2
1912
3
1
4
5
586
7
0
1
3
3
0
3
26
14
7
25
1089
27
27
35
29
2
4
44
3
43
1030
458
3
11
10
46
1
19
10
2
2
1
1565
2
160
2
1
19
0
8
8
2
6
1
0
7
11
72
2
22
2
33
26
1
42
34
35
43
2
6
1819
154
465
3
0
1
7
1906
12
3
4
1
1
2
2
50
0
0
2
3
8
2
0
0
5
11
3
5
2378
5
19
983
39
46
33
403
2
8
8
32
9
8
5
2
1041
96
10
1
3
10
2
0
1
3
6
2
15
48
4
3
2243
2619
4
1935
8
2027
4
1040
5
1718
5
37
30
550
34
26
33
28
53
32
1
6
8
15
1248
724
7
1
2
14
2
9
994
1
14
0
4
4
2
4
21
17
7
1
4
6
12
3
911
14
8
2
33
31
33
652
4
452
7
29
4
42
6
6
6
7
1
41
38
45
46
6
300
4
2720
2
5
5
6
1
1
1154
0
0
3
4
2236
1910
207
7
19
24
182
1775
32
33
35
0
40
3
718
11
32
2
7
4
10
14
2
108
1
3
3
1
3
41
306
51
14
3
14
0
1
2
0
3
2
4
2
13
2
3
27
32
35
36
29
0
26
3
4
29
7
3
1
1132
1045
7
246
6
10
1
12
1
0
254
4
18
0
98
7
2
7
3
1039
54
13
1822
7
5
3
5
7
4
6
36
26
23
33
54
28
4
1
5
6
4
48
4
10
12
13
42
2
39
10
3
1
2132
4
898
938
930
0
4
2
2885
1932
1
10
0
5
1
1357
67
11
16
31
26
39
0
31
47
4
6
4
30
7
4
2
47
250
12
582
828
2
8
6
3
10
1
255
14
3
3
172
0
2
2
8
57
6
5
835
9
4
5
5
7
35
28
86
1851
34
191
1
1
5
6
3
37
9
2421
3
42
0
1465
42
13
3
2
1
4
46
1
4
0
2695
8
3
4
5
3
4
6
1
2
8
7
17
13
8
30
146
46
2752
2
1
18
29
2353
33
3
5
26
1
59
13
3
0
8
10
1
14
13
31
4
6
1
413
2736
1
5
2815
3
5
4
7
6
7
12
12
14
16
177
14
29
87
16
31
200
93
17
1
350
36
18
199
2710
7
8
2077
400
3
0
2
1096
1943
3
13
1
3145
776
15
1
1616
0
1616
21
16
1
12
1
10
11
227
66
14
9
1
35
14
1
33
1
31
40
44
0
23
621
2
1
41
1
0
1518
25
57
1
0
2
1
887
3
60
3
1
475
0
1
1
0
1
5
31
1
1
1002
4
1
524
7
1
6
436
20
0
1
0
26
92
24
472
0
24
0
40
42
1
25
0
46
1
47
0
2
1
1526
2
0
1
4
1
0
4
133
1
0
2
3
4
1
1
4
900
1
4
0
58
6
6
16
15
23
20
66
24
16
40
1
24
25
24
0
47
1
26
27
2
1780
3
1
5
176
1891
0
4
7
1
7
1
2
0
6
35
3
3
36
3
1
0
5
0
2
4
907
4
969
14
1176
19
1
551
1
25
42
24
40
1
42
26
1206
42
1
319
44
3
5
3
5
0
7
5
1
8
3
6
2
4
3
1044
0
488
3
2
480
1
0
1
1
2387
20
18
24
14
14
1
445
40
24
40
0
41
27
27
1
2
1
44
27
1
3
1780
4
1
1584
51
5
6
8
1
5
163
8
3
4
0
51
37
4
0
1422
849
3
12
25
13
0
672
1
23
41
3094
25
1200
42
0
1
1
482
17
45
42
3
2
3
3
0
4
1
5
1057
949
0
1
35
6
3
3082
36
0
2
170
13
1
1259
348
362
13
0
21
19
23
2528
25
25
26
39
52
1987
1
0
43
17
2
3
3
3
3
213
7
912
1
1
1
1
1
3
10
0
6
5
2
4
4
1
4
1851
5
17
26
19
0
1
0
22
25
38
38
0
16
0
1
2
0
2
3
29
43
4
2
2
1
1
83
3
1
313
84
5
4
2042
3
2
1
1
8
142
969
3
1
1
13
20
14
18
660
0
27
44
2787
39
45
25
1
18
28
2
0
545
364
1297
1
0
944
2
5
369
3
3
0
32
1619
1
8
4
3
1
6
4
1
6
7
4
13
17
0
121
20
16
24
784
25
39
1668
1
44
1
0
2
1
28
0
1200
1
2
28
1
1534
341
1
1
32
204
3
4
23
2
3
3
0
5
7
0
794
220
1
13
17
2159
14
0
2
11
44
25
48
1
25
209
621
49
53
27
1622
576
3
2
0
4
1
3
3
588
840
3
4
0
5
1
2
1
1
6
4
0
4
57
0
18
21
21
14
15
21
619
1366
25
39
46
25
1
48
26
999
26
16
0
2
3
2
29
3
412
4
2
5
5
3
2
1
1
1
2
2
672
3
10
5
8
2
5
21
15
14
0
1
20
24
47
40
25
40
49
1
354
47
26
3
444
0
3
3
18
1
1
998
3
0
2954
30
2
0
1
3
1
0
5
3
2
518
6
867
5
7
1
230
14
0
1
20
21
10
47
25
45
0
46
0
513
43
18
28
0
523
3
1
44
0
2
2
0
2
5
0
879
32
7
1
2
2241
3
4
4
1
8
5
7
19
283
831
0
16
21
33
47
24
41
40
0
3169
0
43
1
0
404
209
3
207
1
3
0
1
2
1416
47
6
31
31
0
51
0
1
417
4
10
5
8
5
7
2
20
637
273
0
0
2
26
24
14
856
26
42
48
50
1
3
46
1
0
1
3
