WriteLatencyMs
1143
1032
1029
1017
1015
1017
1036
1015
1015
1015
1015
1016
1017
1016
1016
1019
1020
1015
1014
1015
1015
1014
1013
1015
1017
1013
1015
1014
1015
1015
1014
1013
1015
1013
1016
1017
1027
1028
1017
1016
1028
1029
1031
1036
1032
1024
1017
1017
1014
1016
1015
1017
