WriteLatencyMs
1178
1258
1266
1021
1027
1033
1038
1033
1020
1023
1019
1016
1016
1018
1017
1017
1019
1023
1016
1016
1017
1016
1019
1016
1016
1018
1024
1016
1052
1017
1016
1019
1015
1019
1017
1016
1020
1027
1017
1015
1016
1018
1014
1017
1015
1015
1014
1014
1016
1021
1015
1015
1015
1016
1014
1016
1016
1015
1015
1014
1017
1017
1016
1016
1016
1017
1014
1016
1018
1014
1016
1016
1015
1016
1014
1015
1014
1015
1016
1018
1014
1015
1015
1015
1016
1014
1015
1018
1015
1032
1015
1021
1016
1018
1014
1013
1017
1014
1013
1014
1021
1013
1015
1016
1015
1022
1013
1015
1015
1019
1013
1015
1014
1014
1013
1014
1015
1013
1015
1013
1013
1014
1015
1015
1013
1016
1014
1014
1015
1017
1015
1014
1015
1012
1012
1015
1013
1014
1014
1014
1013
1011
1014
1014
1014
1013
1014
1012
1013
1014
1016
1016
1013
1014
1015
1013
1014
1015
1013
1015
1014
1014
1015
1012
1013
1014
1012
1013
1014
1013
1014
1015
1013
1013
1018
1014
1018
1013
1014
1013
1013
1014
1015
1015
1014
1014
1014
1017
1013
1014
1017
1016
1014
1014
1014
1016
1013
1014
1014
1015
1014
1015
1014
1014
1013
1013
1019
1014
1013
1012
1013
1012
1013
1013
1012
1014
1013
1019
1013
1015
1013
1013
1013
1015
1018
1011
1014
1011
1013
1013
1012
1013
1013
1012
1013
1013
1012
1012
1012
1013
1013
1013
1013
1013
1014
1013
1014
1014
1013
1014
1014
1013
1015
1015
1013
1014
1013
1012
1012
1012
1015
1012
1014
1014
1014
1012
1011
1013
1015
1015
1013
1012
1012
1016
1012
1017
1016
1016
1013
1012
1013
1013
1013
1014
1012
1013
1012
1013
1014
1012
1014
1013
1014
1013
1015
1012
1013
1013
1012
1013
1012
1013
1013
1014
1013
1010
1015
1012
1014
1013
1011
1012
1013
1013
1013
1011
1013
1016
1012
1016
1014
1017
1015
1016
1015
1012
1012
1012
1013
1013
1011
1014
1012
1012
1013
1014
1012
1013
1013
1012
1013
1013
1012
1029
1018
1012
1012
1012
1012
1013
1011
1013
1011
1012
1013
1012
1011
1011
1013
1012
1012
1010
1013
1012
1011
1011
1013
1012
1013
1012
1011
1012
1011
1012
1011
1015
1011
1013
1012
1013
1014
1018
1011
1011
1012
1012
1014
1013
1012
1012
1013
1014
1013
1013
1018
1015
1014
1012
1012
1013
1013
1012
1013
1011
1011
1015
1012
1012
1012
1014
1012
1012
1011
1013
1014
1012
1012
1013
1012
1016
1010
1014
1011
1013
1011
1013
1014
1012
1011
1012
1012
1016
1013
1017
1011
1013
1015
1011
1011
1013
1012
1012
1014
1012
1013
1011
1014
1011
1012
1013
1012
1013
1011
1016
1014
1011
1014
1013
1011
1010
1012
1013
1011
1011
1012
1011
1011
1011
1013
1011
1010
1012
1012
1012
1011
1012
1011
1010
1010
1012
1010
1011
1011
1010
1011
1013
1014
1011
1012
1011
1012
1013
1012
1011
1011
1012
1011
1011
1011
1011
1013
1012
1011
1011
1011
1012
1012
1013
1010
1010
1012
1010
1011
1012
1015
1013
1014
