IntervalMs
37
12
4
30
2
4
20
0
0
1
1
2
2
2
5
2
1
2
1
3
1
27
4
43
5
71
77
1
72
2
1
12
2
219
218
244
5
301
3
0
8
2
12
2
8
5
8
1
7
1
6
1
12
9
0
2
288
6
8
241
9
12
1
4
10
228
5
20
8
32
2
24
3
1
34
36
7
40
1
11
3
4
1
6
21
4
22
61
11
14
2
1
0
58
62
2
14
3
8
4
6
4
2
18
12
26
22
43
1
23
118
13
30
3
2
13
3
28
11
7
10
4
7
19
17
11
72
28
15
17
1
3
72
4
3
3
12
22
17
461
16
2
3
5
1
8
530
1
4
4
4
9
11
15
21
10
26
5
1
25
4
29
10
3
7
36
53
7
1
30
1
23
15
2
17
1
0
3
4
15
6
4
8
13
2
12
24
37
4
29
4
30
6
1
17
19
9
2
20
5
4
7
16
1
16
66
14
6
91
35
13
26
4
29
27
38
37
3
197
3
2
17
6
43
23
7
1
4
630
12
32
4
4
15
44
31
30
14
35
41
13
35
3
678
8
7
13
4
4
53
11
30
4
7
159
68
41
38
39
5
9
13
25
54
2
282
20
22
189
102
46
0
41
43
53
1
12
23
22
4
53
108
27
6
36
148
36
471
12
17
28
31
41
50
18
20
1
74
229
2
31
25
40
174
19
321
3
0
9
54
25
45
53
21
8
104
52
6
20
28
26
42
536
18
213
2
9
23
238
91
53
16
8
56
11
41
11
2
73
18
2
171
32
24
44
99
257
60
105
21
128
3
51
65
2
209
785
10
116
95
89
41
102
17
50
94
2
3
9
621
32
47
8
47
49
948
11
156
2
109
1061
996
40
33
28
8
61
1
28
2
5
1328
54
9
1
15
24
32
626
89
32
3
6
1
2
31
491
1
10
18
57
34
30
0
19
14
721
84
3
8
0
147
44
44
53
0
13
1011
15
32
1118
68
3
27
31
10
44
45
21
0
50
6
7
3
8
151
8
21
13
1
4
12
52
20
33
879
10
18
0
3
22
1146
1201
8
1
5
65
12
55
22
17
14
15
4
3
13
66
49
1
2
70
48
37
1182
4
8
25
3
2
12
19
10
1
69
4
2
15
33
32
39
21
10
45
65
2
1394
4
2
18
3
23
3
6
14
11
14
999
22
3
4
9
16
18
18
16
16
12
151
2
29
28
5
71
22
3
95
11
68
2
2
1476
4
916
487
2
9
7
1
3
33
1472
53
48
1
50
20
1
4
73
20
1425
23
2
38
19
1280
2
11
1
38
936
32
103
32
5
103
2
16
3
27
4
19
74
1893
1455
26
5
8
35
53
13
24
12
48
13
1
5
4
30
22
40
52
14
2
24
35
36
26
37
1933
11
1
26
23
40
40
749
18
98
15
42
9
13
17
11
679
1
13
17
263
11
24
53
11
27
34
9
31
90
94
11
2
11
50
4
25
1
19
33
146
0
61
38
85
32
23
8
2
35
79
33
63
8
38
28
15
473
33
132
63
101
29
177
42
1389
21
42
15
11
61
41
1
29
105
38
68
26
12
24
1910
21
24
60
1914
105
656
157
99
5
187
112
32
1062
16
10
130
1886
237
1750
82
57
92
26
69
51
43
5
967
1024
945
2216
5
49
1765
88
19
23
105
158
24
95
45
14
70
270
1098
1785
36
45
34
38
655
26
12
56
52
72
23
3
30
45
53
120
52
20
17
22
73
35
24
45
36
14
992
3
124
24
231
45
13
90
22
14
22
10
125
23
15
69
995
104
48
5
29
66
22
38
5
66
2558
50
1252
19
5
704
57
49
26
7
1677
13
141
23
22
18
70
11
18
20
24
23
2
81
19
11
15
31
26
0
71
89
16
118
1454
24
16
6
10
171
12
23
68
0
16
16
9
1195
228
1389
101
80
3
3
27
1579
1062
1803
2210
0
1
62
48
24
2
642
42
59
52
8
27
25
23
83
53
0
28
105
26
54
2
30
32
46
140
2373
7
2768
25
23
51
1505
92
3
54
51
32
3
38
9
7
5
15
52
15
2
23
49
97
2711
3
10
6
1500
7
44
16
120
40
15
22
17
8
26
79
48
5
105
1
2555
29
9
9
22
23
81
8
2
41
104
50
37
5
0
7
59
36
1711
7
45
24
36
39
30
31
55
2
131
1
50
0
0
5
2824
55
63
96
19
19
30
38
52
55
3
1
0
49
1884
1
2
2
52
8
1369
75
47
84
32
51
146
2089
43
2
3
0
61
9
18
46
39
84
32
2556
0
1
4
118
0
8
20
78
48
101
157
3
9
35
1069
9
61
106
9
18
25
34
50
7
25
1
34
108
9
11
18
10
64
7
99
41
51
7
2
1558
954
9
20
10
49
8
39
100
7
50
28
1
1024
138
639
9
48
24
26
103
17
52
14
17
95
19
27
31
42
3
35
13
9
10
62
14
4
29
12
5
37
15
19
19
44
8
6
42
1
8
51
2
270
14
15
10
56
25
7
26
144
25
34
18
27
11
2
14
39
75
19
11
1
446
2641
28
67
125
20
58
26
32
60
13
2105
14
9
55
3
34
4
21
15
18
2462
52
42
2573
50
7
24
41
11
6
14
16
5
12
4
47
7
1130
2
2462
37
139
43
63
12
21
3625
24
1
1
99
3725
34
3137
29
45
46
43
36
3515
2718
29
23
8
8
15
1
11
17
30
395
10
14
2
3
6
36
1
69
54
73
11
51
7
76
11
47
1081
14
4
6
17
1089
37
46
44
30
3
2
2355
53
39
93
3219
2
1299
1519
39
7
23
44
23
2610
31
12
2145
4
79
9
13
73
927
0
2
33
28
20
23
64
9
1390
52
10
3
7
39
21
27
72
21
15
4
32
253
6
27
7
61
1
3
13
40
3
12
51
1
20
53
2917
32
2070
24
1920
8
30
51
0
19
6
15
19
53
17
102
2
27
19
24
21
38
8
63
11
34
0
0
1
2
15
19
34
1
1
24
18
3837
106
22
9
1
0
16
64
2831
18
99
74
18
1
58
36
23
24
6
9
0
53
34
1850
81
1
43
18
18
82
12
4251
16
2414
6
25
8
0
62
805
11
7
7
18
11
2153
1
55
2781
123
36
9
81
32
2
58
7
20
14
20
4
2098
1533
129
31
61
86
10
161
53
10
49
24
37
111
23
45
6
60
8
47
60
37
15
588
2
34
3
96
36
43
4
5
11
1
2
2753
452
4
11
6
64
18
2
1
17
18
125
20
88
78
102
103
7
54
3
45
11
8
1
30
65
12
24
38
39
22
19
1
25
9
8
31
61
11
724
16
10
22
65
647
20
41
995
3363
20
8
29
8
807
0
9
17
61
3572
21
12
13
25
16
45
36
2
2
27
6
450
8
60
435
61
12
10
20
22
3291
16
2
24
78
4164
43
31
1183
7
3425
10
1
50
11
180
28
16
99
53
5
1109
4
62
9
11
841
64
21
221
46
18
105
6
83
30
42
10
5228
12
1
6
20
1339
63
67
16
27
24
28
39
0
1957
10
4
62
65
1496
6
154
4790
52
23
19
158
3
4191
3572
32
0
4874
44
8
58
9
9
24
73
3908
9
1890
46
28
28
10
49
61
90
3
34
17
3645
21
1232
4978
25
12
5
8
23
47
47
22
24
81
1404
1214
1371
11
8
2477
22
71
27
19
27
45
27
5120
41
8
24
33
9
53
4296
16
644
3646
0
23
14
0
72
3
3
24
39
563
32
4
3116
4754
175
4303
26
3
56
4
6
44
19
24
79
100
7
49
4
4247
14
9
18
9
10
50
79
1
65
71
19
22
28
1
52
31
7
0
21
16
30
1
24
3
52
23
1359
1
17
1278
21
78
1019
35
1700
12
10
55
47
8
22
28
33
5130
6
45
23
20
3
1
51
27
29
49
25
21
30
21
5
1856
1
289
19
23
28
3
23
6
25
57
3885
26
77
29
0
4
33
105
3068
1737
42
2190
23
2054
52
52
18
29
26
5
5949
18
48
20
74
55
5
7
845
21
18
49
8
27
4367
30
1
3651
105
71
556
101
1
1854
25
19
22
79
12
33
1
29
1
515
5294
0
50
1
97
0
71
43
92
20
101
25
0
2552
4
52
33
20
19
81
23
0
4280
127
3
28
394
32
4
5
20
20
105
26
2
44
73
24
29
114
6202
6
3
51
366
37
29
621
0
1
73
49
3
132
50
2
735
31
8
2782
25
0
94
44
38
6
3
96
8
81
38
26
0
2095
20
105
5742
79
6
52
3
3213
1
7
53
52
14
75
49
46
21
4072
41
7
8
9
11
1353
78
16
28
72
3122
1119
46
6
27
81
3
9
278
27
14
6
4542
32
3
2205
16
21
3
1022
1129
30
9
1196
21
25
1644
55
52
155
43
1194
25
2207
7
2
2
33
1375
27
1400
54
2
285
9
18
1943
0
69
17
5
22
6
5235
70
50
75
1
3
56
2
1855
18
78
25
1
19
23
6
2340
786
951
19
75
4159
21
11
78
5
5
47
18
1252
70
29
40
7
4397
42
14
1401
19
855
22
2504
49
16
21
18
48
20
2
4
30
26
7
113
14
1214
26
1014
103
31
0
1332
6
6
19
1165
21
87
4
24
110
52
51
11
1
22
3594
30
48
30
14
24
256
1
23
26
31
529
11
1
18
22
74
8
1
24
367
52
2237
6
21
21
1
23
37
29
4577
72
15
20
20
3935
905
0
2349
0
31
5
124
72
0
24
29
5
7
2
15
52
21
52
60
2
29
2998
184
8
73
17
594
90
5
0
52
43
149
7
27
48
29
52
130
3
3
8
22
18
23
50
5
28
52
19
44
16
14
28
8
18
75
1965
4
5705
1698
19
32
1724
38
4239
10
19
11
2811
1
23
52
78
0
624
11
54
1
56
260
24
29
32
40
2
12
15
66
1
746
27
8
47
125
70
29
3
4
5
0
73
20
23
2
7
2
39
644
52
16
96
7
48
9
1
4
2249
54
5
1
75
77
21
2
28
10
71
44
52
65
47
7
1
6635
23
0
2663
5
549
52
21
5463
35
28
39
53
38
69
1811
3
107
0
3926
9
8
0
65
1
21
5
0
18
20
1087
28
29
10
1160
9
39
4115
17
260
57
29
2900
1926
58
14
11
26
26
22
31
9
34
39
9
155
7162
16
60
30
53
32
27
20
21
3144
3
36
10
92
19
16
6
24
48
4
21
12
6
22
207
21
2
82
31
9
9
145
67
7
620
1098
63
6
6
45
2312
23
74
22
1
36
14
18
19
75
104
1
4510
6
21
18
1948
4
25
23
2
46
8
9
16
524
48
25
5
1
2941
3
3668
2310
24
42
22
4
44
88
3485
7
138
10
19
18
5
25
0
2
33
1
27
4715
555
44
55
27
1072
37
3506
17
6226
1
1327
29
58
100
992
395
4
2546
1
42
5
29
33
55
33
36
6840
10
2
