WriteLatencyMs
760
810
638
793
738
789
609
613
610
625
608
620
606
612
607
617
612
606
607
606
610
608
607
608
607
607
607
605
607
606
606
606
608
607
606
610
611
607
611
607
606
606
606
608
607
608
607
609
606
606
606
607
609
606
605
607
608
606
606
605
606
606
606
605
605
612
608
605
604
606
607
606
605
610
605
606
605
605
605
612
605
606
608
607
606
607
605
605
605
648
606
605
605
605
605
605
636
606
606
605
607
608
607
605
605
605
644
632
605
605
605
605
605
605
606
606
607
607
607
605
605
606
606
605
605
605
605
605
605
606
607
606
606
604
604
605
605
614
613
605
613
614
607
609
604
607
606
605
606
610
606
605
605
606
606
605
605
605
605
607
605
606
605
605
605
606
606
606
605
608
605
606
607
610
605
605
605
605
606
609
605
606
605
605
604
605
606
606
605
606
605
606
606
607
608
606
605
605
605
605
605
605
605
605
605
605
605
606
605
605
605
605
609
605
606
606
606
605
606
605
605
605
609
606
605
605
606
605
606
607
607
605
604
605
606
605
606
606
605
605
605
605
605
605
606
605
613
606
605
607
605
605
605
606
607
606
605
605
605
605
605
606
606
606
605
607
607
606
605
604
605
606
606
605
605
606
606
605
606
605
605
605
605
606
606
605
605
605
605
605
605
604
605
605
605
605
605
608
605
604
604
605
604
605
605
604
606
604
605
605
605
604
605
604
605
605
605
604
606
606
606
605
605
605
606
605
605
605
605
605
605
606
605
604
604
606
607
607
604
606
604
605
604
605
604
605
605
606
609
605
604
604
606
604
606
605
605
604
606
606
606
604
608
606
604
607
606
605
605
604
604
605
605
607
604
604
604
605
605
606
607
609
604
605
605
605
605
605
605
604
606
605
606
604
606
606
605
605
604
604
605
606
605
606
605
606
607
605
605
604
606
606
605
605
605
606
605
604
604
604
612
605
606
606
605
604
605
605
605
605
605
605
604
605
605
605
606
605
604
605
607
607
604
605
605
605
609
604
605
605
604
604
605
606
607
605
605
604
604
605
605
606
605
605
604
604
605
605
604
603
605
605
605
605
606
604
605
606
605
605
604
604
606
606
605
605
604
605
605
604
605
604
604
605
604
604
604
605
605
605
604
606
605
606
605
605
605
604
605
605
604
605
605
605
605
605
605
605
605
